time,imgId,pzebra,pizeb,pSpeed,pNb,A,B,C,D,E,notOnSidewalk,total
1,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,20
2,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,21
3,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,22
4,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,23
5,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,24
6,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,25
7,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,26
8,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,27
9,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,28
10,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,29
11,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,30
12,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,31
13,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,32
14,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,33
15,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,33
16,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,34
17,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,35
18,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,36
19,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,37
20,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,38
21,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,39
22,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,40
23,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,41
24,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,42
25,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,43
26,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,44
27,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,45
28,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,46
29,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,46
30,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,47
31,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,48
32,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,49
33,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,50
34,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,51
35,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,52
36,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,53
37,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,54
38,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,55
39,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,56
40,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,57
41,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,57
42,tolbiac-Italie,1,1,1,0,1,0,0,0,3,4,58
43,tolbiac-Italie,1,1,1,0,1,0,0,0,3,4,59
44,tolbiac-Italie,1,1,1,0,1,0,0,0,3,4,60
45,tolbiac-Italie,1,1,1,0,1,0,0,0,3,4,61
46,tolbiac-Italie,1,1,1,0,1,0,0,0,3,4,62
47,tolbiac-Italie,1,1,1,0,1,0,0,0,3,4,63
48,tolbiac-Italie,1,1,1,0,1,0,0,0,3,4,63
49,tolbiac-Italie,1,1,1,0,1,0,0,0,3,4,64
50,tolbiac-Italie,1,1,1,0,1,0,0,0,3,4,65
51,tolbiac-Italie,1,1,1,0,1,0,0,0,2,3,66
52,tolbiac-Italie,1,1,1,0,1,0,0,0,2,3,67
53,tolbiac-Italie,1,1,1,0,1,0,0,0,2,3,68
54,tolbiac-Italie,1,1,1,0,1,0,0,0,2,3,69
55,tolbiac-Italie,1,1,1,0,1,0,0,0,3,4,70
56,tolbiac-Italie,1,1,1,0,1,0,0,0,4,5,71
57,tolbiac-Italie,1,1,1,0,0,0,1,0,4,5,72
58,tolbiac-Italie,1,1,1,0,0,0,1,0,4,5,73
59,tolbiac-Italie,1,1,1,0,0,0,1,0,5,6,74
60,tolbiac-Italie,1,1,1,0,0,0,1,0,5,6,75
61,tolbiac-Italie,1,1,1,0,0,0,1,0,5,6,76
62,tolbiac-Italie,1,1,1,0,0,0,1,0,5,6,77
63,tolbiac-Italie,1,1,1,0,1,0,1,0,5,7,78
64,tolbiac-Italie,1,1,1,0,2,0,1,0,5,8,79
65,tolbiac-Italie,1,1,1,0,2,0,1,0,6,9,80
66,tolbiac-Italie,1,1,1,0,2,0,1,0,7,10,81
67,tolbiac-Italie,1,1,1,0,2,0,1,0,6,9,82
68,tolbiac-Italie,1,1,1,0,2,0,1,0,5,8,83
69,tolbiac-Italie,1,1,1,0,2,0,1,0,5,8,84
70,tolbiac-Italie,1,1,1,0,3,0,1,0,5,9,85
71,tolbiac-Italie,1,1,1,0,3,0,1,0,6,10,86
72,tolbiac-Italie,1,1,1,0,3,0,1,0,5,9,87
73,tolbiac-Italie,1,1,1,0,3,0,1,0,5,9,88
74,tolbiac-Italie,1,1,1,0,3,0,1,0,7,11,89
75,tolbiac-Italie,1,1,1,0,2,1,1,0,5,9,89
76,tolbiac-Italie,1,1,1,0,2,1,1,0,5,9,90
77,tolbiac-Italie,1,1,1,0,2,1,1,0,3,7,91
78,tolbiac-Italie,1,1,1,0,2,1,1,0,3,7,92
79,tolbiac-Italie,1,1,1,0,2,1,1,0,3,7,93
80,tolbiac-Italie,1,1,1,0,2,1,1,0,2,6,94
81,tolbiac-Italie,1,1,1,0,2,1,1,0,2,6,95
82,tolbiac-Italie,1,1,1,0,2,1,1,0,2,6,96
83,tolbiac-Italie,1,1,1,0,2,1,1,0,3,7,97
84,tolbiac-Italie,1,1,1,0,2,1,0,0,4,7,98
85,tolbiac-Italie,1,1,1,0,1,1,0,0,4,6,98
86,tolbiac-Italie,1,1,1,0,0,1,0,0,5,6,99
87,tolbiac-Italie,1,1,1,0,0,1,0,0,5,6,100
88,tolbiac-Italie,1,1,1,0,0,1,0,0,5,6,101
89,tolbiac-Italie,1,1,1,0,0,1,0,0,5,6,102
90,tolbiac-Italie,1,1,1,0,2,1,0,0,5,8,103
91,tolbiac-Italie,1,1,1,0,2,1,0,0,6,9,104
92,tolbiac-Italie,1,1,1,0,3,1,0,0,5,9,105
93,tolbiac-Italie,1,1,1,0,2,1,0,1,5,9,106
94,tolbiac-Italie,1,1,1,0,2,1,0,1,5,9,107
95,tolbiac-Italie,1,1,1,0,0,1,2,1,4,8,108
96,tolbiac-Italie,1,1,1,0,0,1,2,1,4,8,109
97,tolbiac-Italie,1,1,1,0,0,1,2,1,5,9,110
98,tolbiac-Italie,1,1,1,0,0,1,2,1,4,8,111
99,tolbiac-Italie,1,1,1,0,1,2,2,0,5,10,112
100,tolbiac-Italie,1,1,1,0,1,2,2,0,5,10,113
101,tolbiac-Italie,1,1,1,0,1,2,2,0,5,10,113
102,tolbiac-Italie,1,1,1,0,1,2,2,0,7,12,114
103,tolbiac-Italie,1,1,1,0,2,2,2,0,5,11,115
104,tolbiac-Italie,1,1,1,0,2,0,2,2,5,11,116
105,tolbiac-Italie,1,1,1,0,2,0,2,2,2,8,117
106,tolbiac-Italie,1,1,1,0,2,0,2,2,2,8,118
107,tolbiac-Italie,1,1,1,0,2,0,2,2,2,8,119
108,tolbiac-Italie,1,1,1,0,2,0,2,2,2,8,120
109,tolbiac-Italie,1,1,1,0,2,0,2,2,2,8,120
110,tolbiac-Italie,1,1,1,0,2,0,2,2,2,8,121
111,tolbiac-Italie,1,1,1,0,2,0,2,2,2,8,122
112,tolbiac-Italie,1,1,1,0,2,0,2,2,3,9,123
113,tolbiac-Italie,1,1,1,0,2,0,2,2,4,10,124
114,tolbiac-Italie,1,1,1,0,2,0,1,2,4,9,124
115,tolbiac-Italie,1,1,1,0,2,0,1,2,4,9,124
116,tolbiac-Italie,1,1,1,0,2,0,1,2,3,8,125
117,tolbiac-Italie,1,1,1,0,2,0,1,2,4,9,126
118,tolbiac-Italie,1,1,1,0,2,0,1,2,4,9,127
119,tolbiac-Italie,1,1,1,0,1,1,1,2,4,9,128
120,tolbiac-Italie,1,1,1,0,1,1,1,2,3,8,129
121,tolbiac-Italie,1,1,1,0,1,3,1,0,4,9,130
122,tolbiac-Italie,1,1,1,0,1,3,1,0,5,10,131
123,tolbiac-Italie,1,1,1,0,0,3,2,0,5,10,132
124,tolbiac-Italie,1,1,1,0,0,3,2,0,5,10,133
125,tolbiac-Italie,1,1,1,0,0,3,2,0,5,10,133
126,tolbiac-Italie,1,1,1,0,0,3,1,1,5,10,133
127,tolbiac-Italie,1,1,1,0,1,3,1,1,4,10,134
128,tolbiac-Italie,1,1,1,0,1,2,1,1,5,10,135
129,tolbiac-Italie,1,1,1,0,0,2,2,1,5,10,136
130,tolbiac-Italie,1,1,1,0,1,2,1,1,5,10,137
131,tolbiac-Italie,1,1,1,0,1,2,2,1,3,9,138
132,tolbiac-Italie,1,1,1,0,1,2,2,1,4,10,139
133,tolbiac-Italie,1,1,1,0,6,2,1,1,3,13,138
134,tolbiac-Italie,1,1,1,0,6,2,1,1,3,13,139
135,tolbiac-Italie,1,1,1,0,6,2,1,1,3,13,140
136,tolbiac-Italie,1,1,1,0,6,2,1,1,3,13,140
137,tolbiac-Italie,1,1,1,0,6,2,1,1,4,14,141
138,tolbiac-Italie,1,1,1,0,5,3,1,1,3,13,140
139,tolbiac-Italie,1,1,1,0,8,3,1,1,3,16,141
140,tolbiac-Italie,1,1,1,0,7,4,1,1,4,17,142
141,tolbiac-Italie,1,1,1,0,6,5,1,1,4,17,143
142,tolbiac-Italie,1,1,1,0,6,5,2,1,4,18,144
143,tolbiac-Italie,1,1,1,0,7,6,2,0,4,19,145
144,tolbiac-Italie,1,1,1,0,8,7,2,0,3,20,145
145,tolbiac-Italie,1,1,1,0,8,7,2,0,3,20,146
146,tolbiac-Italie,1,1,1,0,7,8,2,0,4,21,147
147,tolbiac-Italie,1,1,1,0,6,9,2,0,4,21,147
148,tolbiac-Italie,1,1,1,0,6,9,2,0,4,21,148
149,tolbiac-Italie,1,1,1,0,6,9,2,0,4,21,149
150,tolbiac-Italie,1,1,1,0,5,8,2,0,6,21,150
151,tolbiac-Italie,1,1,1,0,4,8,2,0,5,19,150
152,tolbiac-Italie,1,1,1,0,4,7,1,1,4,17,151
153,tolbiac-Italie,1,1,1,0,4,7,2,0,4,17,151
154,tolbiac-Italie,1,1,1,0,4,7,2,0,4,17,152
155,tolbiac-Italie,1,1,1,0,4,7,2,0,5,18,153
156,tolbiac-Italie,1,1,1,0,4,5,1,1,7,18,154
157,tolbiac-Italie,1,1,1,0,5,5,1,1,8,20,155
158,tolbiac-Italie,1,1,1,0,5,5,1,1,6,18,155
159,tolbiac-Italie,1,1,1,0,6,5,1,1,6,19,156
160,tolbiac-Italie,1,1,1,0,6,5,1,1,5,18,157
161,tolbiac-Italie,1,1,1,0,6,5,1,1,6,19,158
162,tolbiac-Italie,1,1,1,0,6,5,1,0,5,17,158
163,tolbiac-Italie,1,1,1,0,6,5,1,0,5,17,159
164,tolbiac-Italie,1,1,1,0,7,5,1,0,5,18,160
165,tolbiac-Italie,1,1,1,0,1,5,6,1,4,17,160
166,tolbiac-Italie,1,1,1,0,1,5,6,1,5,18,161
167,tolbiac-Italie,1,1,1,0,1,5,5,1,5,17,161
168,tolbiac-Italie,1,1,1,0,1,5,5,1,5,17,162
169,tolbiac-Italie,1,1,1,0,2,5,4,1,5,17,163
170,tolbiac-Italie,1,1,1,0,3,5,4,1,7,20,164
171,tolbiac-Italie,1,1,1,0,2,5,3,2,7,19,164
172,tolbiac-Italie,1,1,1,0,1,6,3,2,8,20,165
173,tolbiac-Italie,1,1,1,0,1,6,3,2,9,21,166
174,tolbiac-Italie,1,1,1,0,2,2,3,6,9,22,167
175,tolbiac-Italie,1,1,1,0,2,2,3,6,8,21,167
176,tolbiac-Italie,1,1,1,0,3,2,3,6,8,22,168
177,tolbiac-Italie,1,1,1,0,3,2,2,6,9,22,169
178,tolbiac-Italie,1,1,1,0,3,2,1,4,11,21,170
179,tolbiac-Italie,1,1,1,0,3,2,0,4,11,20,171
180,tolbiac-Italie,1,1,1,0,4,2,0,4,10,20,172
181,tolbiac-Italie,1,1,1,0,4,2,0,4,9,19,172
182,tolbiac-Italie,1,1,1,0,4,2,0,4,9,19,173
183,tolbiac-Italie,1,1,1,0,5,2,0,4,8,19,173
184,tolbiac-Italie,1,1,1,0,5,2,0,4,9,20,174
185,tolbiac-Italie,1,1,1,0,5,2,2,4,10,23,175
186,tolbiac-Italie,1,1,1,0,6,2,2,4,10,24,176
187,tolbiac-Italie,1,1,1,0,5,2,2,4,10,23,177
188,tolbiac-Italie,1,1,1,0,5,2,2,4,9,22,178
189,tolbiac-Italie,1,1,1,0,5,2,2,4,9,22,179
190,tolbiac-Italie,1,1,1,0,5,2,2,4,10,23,180
191,tolbiac-Italie,1,1,1,0,5,6,2,0,10,23,181
192,tolbiac-Italie,1,1,1,0,4,7,2,0,11,24,182
193,tolbiac-Italie,1,1,1,0,3,6,2,2,10,23,183
194,tolbiac-Italie,1,1,1,0,3,6,2,2,9,22,184
195,tolbiac-Italie,1,1,1,0,4,6,2,2,9,23,185
196,tolbiac-Italie,1,1,1,0,3,7,2,2,9,23,185
197,tolbiac-Italie,1,1,1,0,2,5,3,4,10,24,186
198,tolbiac-Italie,1,1,1,0,2,5,3,4,9,23,187
199,tolbiac-Italie,1,1,1,0,2,5,3,4,10,24,188
200,tolbiac-Italie,1,1,1,0,3,6,3,2,11,25,189
201,tolbiac-Italie,1,1,1,0,1,5,5,2,10,23,190
202,tolbiac-Italie,1,1,1,0,1,5,5,2,10,23,191
203,tolbiac-Italie,1,1,1,0,3,6,5,1,10,25,192
204,tolbiac-Italie,1,1,1,0,3,6,5,1,11,26,193
205,tolbiac-Italie,1,1,1,0,3,6,5,0,12,26,193
206,tolbiac-Italie,1,1,1,0,3,6,5,0,11,25,193
207,tolbiac-Italie,1,1,1,0,3,6,6,0,11,26,194
208,tolbiac-Italie,1,1,1,0,3,6,6,0,12,27,195
209,tolbiac-Italie,1,1,1,0,8,7,3,0,12,30,196
210,tolbiac-Italie,1,1,1,0,8,6,3,0,11,28,197
211,tolbiac-Italie,1,1,1,0,7,7,1,1,11,27,198
212,tolbiac-Italie,1,1,1,0,6,8,3,0,12,29,199
213,tolbiac-Italie,1,1,1,0,6,8,2,1,13,30,200
214,tolbiac-Italie,1,1,1,0,6,9,2,1,12,30,201
215,tolbiac-Italie,1,1,1,0,7,9,3,1,12,32,202
216,tolbiac-Italie,1,1,1,0,6,11,3,1,12,33,203
217,tolbiac-Italie,1,1,1,0,6,11,2,2,12,33,204
218,tolbiac-Italie,1,1,1,0,6,11,2,3,10,32,205
219,tolbiac-Italie,1,1,1,0,6,12,2,3,11,34,206
220,tolbiac-Italie,1,1,1,0,6,11,2,3,11,33,206
221,tolbiac-Italie,1,1,1,0,6,11,2,3,12,34,207
222,tolbiac-Italie,1,1,1,0,7,11,2,3,11,34,207
223,tolbiac-Italie,1,1,1,0,6,10,2,2,12,32,208
224,tolbiac-Italie,1,1,1,0,6,10,3,2,13,34,209
225,tolbiac-Italie,1,1,1,0,6,9,2,2,14,33,210
226,tolbiac-Italie,1,1,1,0,7,9,2,2,14,34,210
227,tolbiac-Italie,1,1,1,0,7,9,3,1,16,36,211
228,tolbiac-Italie,1,1,1,0,8,9,3,1,15,36,212
229,tolbiac-Italie,1,1,1,0,7,9,4,1,16,37,213
230,tolbiac-Italie,1,1,1,0,7,9,4,1,16,37,214
231,tolbiac-Italie,1,1,1,0,8,9,4,1,15,37,215
232,tolbiac-Italie,1,1,1,0,7,11,4,1,16,39,216
233,tolbiac-Italie,1,1,1,0,8,11,4,1,16,40,217
234,tolbiac-Italie,1,1,1,0,8,11,4,2,17,42,218
235,tolbiac-Italie,1,1,1,0,0,7,12,6,17,42,217
236,tolbiac-Italie,1,1,1,0,0,7,12,5,17,41,217
237,tolbiac-Italie,1,1,1,0,1,7,11,5,17,41,217
238,tolbiac-Italie,1,1,1,0,1,7,12,6,16,42,218
239,tolbiac-Italie,1,1,1,0,4,7,9,6,16,42,218
